problem_name,dim,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
bragg,20,0.9418067655910797,0.9532274309253086,0.9567687314665982,0.9680963308009375,0.9345172238752817,0.9527778551665462,0.955709485398419,0.9667083279645071,-22.578706229405668,-18.14754081739369,-16.77353256018023,-12.378476326370844,-25.45575987891516,-18.357126117534847,-17.217484830882768,-12.94179720922375,-0.4734322481391092,-0.7256727977363342,1,0.1,0.118,0.8474576271186441,0.25,0.31999999999999995,0.7812500000000001,0.515,0.49700000000000005,1.0362173038229376,-0.006443787723970695,0.7527296218255172,1.8590431279497294e-07,0.00015866768584268706,853.4911506742495,-0.019297209475472865,0.03524388967998704,14.19112141866355,0.12784294126233509,0.8806080733508842,-2.5175175175175175,0.0005031548945038057,-3.058058058058058,0.6593186372745491,0.7928077421300413,0.940191410385369,0.553817135749226,0.08937893278389282,-0.6006207220031121,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06202840470779668,0.06181806459320727,0.062417401520264607,0.05942684749423293
bragg,20,0.9281512139633565,0.9383929174638718,0.9531437279248426,0.9745607262350678,0.9213235406718686,0.9366047719285279,0.9540635919819871,0.9744050148169869,-27.866303259675306,-23.894093965902698,-18.173043126967627,-9.866534377880214,-30.53923457363993,-24.607636864408846,-17.83078130246929,-9.935008045454708,-0.5473344355633282,-0.6323342430318286,1,0.1,0.11299999999999999,0.8849557522123895,0.25,0.30600000000000005,0.8169934640522875,0.519,0.501,1.035928143712575,-0.001645925564075501,0.6884543761748662,3.982088021365989e-06,0.0002176111783687322,54.647505831396536,-0.020457013631389742,0.02087368214813634,16.62456107724419,0.19677674005457524,0.8560565421116157,-2.5175175175175175,0.00048048704396551345,-3.018018018018018,0.6663326653306614,0.7989364096111885,0.9389772228332641,0.579515035816983,0.0886324955071934,-0.6031324182844089,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06294774919463776,0.06335893956808442,0.06384861254136763,0.06085847622409521
bragg,20,0.8933046228969123,0.923374586577132,0.9507280856288153,0.9730847507785433,0.8998763176705173,0.9224089517356722,0.946913268497932,0.9725949117476145,-41.388137615241135,-29.723716637753228,-19.11303777098658,-10.440677646697452,-38.88683953248409,-30.13543422307464,-20.618250959164982,-10.643808182534997,-0.56797943876267,-0.33998103162030535,1,0.1,0.122,0.819672131147541,0.251,0.315,0.7968253968253968,0.5109999999999999,0.4720000000000001,1.0826271186440675,-0.0013229516991728474,0.6963919307420855,5.485034335808792e-06,0.00019526682431078674,35.59992743089981,-0.0016971491981228048,0.034072233627542525,98.90163545257855,0.020269352375239413,0.879357105180284,-2.5175175175175175,0.0005031548945038057,-3.078078078078078,0.6412825651302605,0.8305623423592529,0.9374076905315942,0.5910246635573416,0.09019141271888054,-0.57701974516568,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06277741239214053,0.06417866769067058,0.06456171268231957,0.0619654158978799
bragg,20,0.9384947430372337,0.940640493909504,0.9526354322950602,0.9752854537494243,0.9367852298880451,0.9411683484492406,0.95080982530527,0.9740565487293783,-23.864833348991,-23.03225432235297,-18.378063449270257,-9.589562855138922,-24.574584213262483,-22.87065780479736,-19.12255772440318,-10.085451974332102,-0.6339241250635301,-0.33345453379766754,1,0.1,0.121,0.8264462809917356,0.251,0.281,0.893238434163701,0.49800000000000005,0.505,0.9861386138613862,0.005335441315653111,0.7153038987628937,1.431396271686585e-06,0.0002951005604482415,206.16272815949878,-0.005227537107134195,0.04245323031714032,37.651212692715,0.19633331414729016,0.8594588127953726,-2.5375375375375375,0.00048048704396551345,-3.078078078078078,0.6533066132264529,0.8063637230914494,0.9382300876951843,0.5662219695579298,0.08984119237334004,-0.6203404321195877,0.9,0.9,0.8571428571428571,0.9047619047619048,0.062350064465712646,0.06147792715834832,0.06267087139943418,0.059846004436436805
bragg,20,0.8979231741519836,0.9341800570131951,0.9481183219236969,0.9761559539493223,0.8994851061806522,0.9343557961225366,0.9478195201474826,0.9749300262882419,-39.60522267974443,-25.537760183117484,-20.12979338003902,-9.251353042944572,-39.05729481262438,-25.50751362469822,-20.275884574149416,-9.74149518542697,-0.6648568810520195,-0.34231779025419984,1,0.1,0.119,0.8403361344537816,0.25199999999999995,0.29900000000000004,0.8428093645484946,0.5159999999999999,0.525,0.9828571428571427,0.0016246479529229418,0.6954825917723606,3.020484807952484e-05,0.00018853850013679068,6.241994650673198,-0.02756476128611962,0.04297175640576201,17.746865508993682,-0.12472073419175467,0.8495603036087204,-2.5175175175175175,0.0004184288507901584,-3.058058058058058,0.6823647294589178,0.8142631787537784,0.9398905190775795,0.5894459253987996,0.08753767606934101,-0.6058228384033397,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06157717108686192,0.06278703456255069,0.06349457725379117,0.06022479804057453
bragg,20,0.8855553593500841,0.9152598215251142,0.9351369079908304,0.9663877524673755,0.8806423596066473,0.9039551512870315,0.9339697295007705,0.9663440493120383,-44.39538614075383,-32.87242568690539,-25.1617026334946,-13.038869271599765,-46.35043242582674,-37.29732135662363,-25.64168980508805,-13.06969426463462,-0.5558193129757144,-0.546173854898095,1,0.1,0.12,0.8333333333333334,0.25,0.306,0.8169934640522876,0.534,0.461,1.158351409978308,-0.007428263024251702,0.7698228775703105,3.2466044885174636e-06,0.0001350435924134497,41.59533225900156,0.003383172740077378,0.0514855590239891,117.1274331825665,-0.04424786319200824,0.8684981107237125,-2.4974974974974975,0.00045884041264547613,-3.018018018018018,0.6362725450901804,0.8908198412750055,0.9455389033548848,0.629971071760696,0.08253989269045008,-0.5731472008262897,0.9,0.9,0.8571428571428571,0.9047619047619048,0.05958585015558279,0.05943418810013705,0.06043659850304728,0.05822623173947035
bragg,20,0.9149658704730902,0.920390144013219,0.947056978304923,0.9642714289261295,0.9061651246830859,0.9179279647198452,0.9455497890444825,0.9632293031803777,-32.98767517062629,-30.883412157952478,-20.53842629947701,-13.860346468561147,-36.448393994262176,-31.87933982646706,-21.15016123029534,-14.282886193419131,-0.553220976280572,-0.5650244705833458,1,0.1,0.12200000000000003,0.8196721311475409,0.251,0.293,0.8566552901023892,0.504,0.4640000000000001,1.086206896551724,0.0025739839002396625,0.6820414684972158,3.53904671424765e-06,0.00023156097692739576,65.43032506329102,0.00020387033631641405,0.06166460857138545,14.648172922672623,0.17724402392560534,0.8679942865337127,-2.5375375375375375,0.0005031548945038057,-3.058058058058058,0.6643286573146293,0.8535886455279411,0.948626896255577,0.6327872823486229,0.07964847790841215,-0.5757960559881609,0.9,0.9,0.8571428571428571,0.9047619047619048,0.062260606552173796,0.062063046976486944,0.06338695766714862,0.06115673802240786
bragg,20,0.9134361427315031,0.941333175677353,0.9470638573826132,0.9759855821460071,0.9083771314081096,0.9437754901400149,0.9464243866619901,0.9758837922115784,-33.57675914849074,-22.755938707518965,-20.53309738036603,-9.314815095100698,-35.5774979392491,-21.832184632734368,-20.803608339498794,-9.364412466900376,-0.47701013915565416,-0.7063456064704594,2,0.1,0.119,0.8403361344537816,0.25,0.30700000000000005,0.8143322475570032,0.49800000000000005,0.49700000000000005,1.0020120724346075,-0.003930868781371055,0.6813657337269742,7.644435397459722e-06,0.0002007127804404821,26.25606339837469,-0.03443819623954192,0.01630908913464335,602.1456628342246,-0.11001748245174592,0.880705811969736,-2.4974974974974975,0.0004184288507901584,-3.0380380380380383,0.6713426853707415,0.8091984279745792,0.9431790420635878,0.6022350879393855,0.08478153673912862,-0.5805444272175189,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06129325165574589,0.06102753579011881,0.061389213740404666,0.05871327622760251
bragg,20,0.9395363022638703,0.9302030566989522,0.9481420596372683,0.9589035216709125,0.9568885787386108,0.9376504960907757,0.9490805582774794,0.9593724648177031,-23.45699801135555,-27.07784706381034,-20.11837928388428,-15.943451137344027,-16.75264359060344,-24.228359596616826,-19.786757987815918,-15.787431658702644,-0.5373292871277681,-0.5253816008312531,2,0.1,0.12000000000000002,0.8333333333333333,0.25,0.2919999999999999,0.856164383561644,0.46299999999999997,0.481,0.9625779625779626,0.009699773619011198,0.7674235738861983,7.05630952007011e-06,0.00021531591671496224,30.513955787022066,-0.024433743138981168,0.05785205006284955,6.01499299598178,-0.09699513384442993,0.8686061592101691,-2.4774774774774775,0.0005268921421350677,-3.058058058058058,0.6593186372745491,0.8096196061392562,0.9429853345386594,0.5835629807541629,0.08624547972851827,-0.6049566416695615,0.9,0.9,0.8571428571428571,0.9047619047619048,0.061602535742580844,0.0626058158038916,0.06171222006105478,0.060221238832258356
bragg,20,0.9172810976187038,0.9277960934491312,0.9549342155792325,0.9719813383922329,0.9131567395468575,0.9236854819196672,0.9523447597040927,0.9715044556264275,-32.090941604680665,-28.011630740372027,-17.483349205356262,-10.869888352138844,-33.741277553496445,-29.6505373298275,-18.51552649350799,-11.071395370576397,-0.6779400990599277,-0.11423560874280714,1,0.099,0.11800000000000002,0.8389830508474575,0.252,0.291,0.865979381443299,0.475,0.491,0.9674134419551934,0.013941249787118415,0.8061738714466635,1.4430638172961936e-06,0.0002498282114160665,173.12346718259408,0.039036307739223286,0.03839637637188864,238.34574058047036,0.21451115696831835,0.868598179721409,-2.4974974974974975,0.00045884041264547613,-3.0980980980980983,0.6613226452905812,0.8536571508662045,0.9414023606807777,0.6132994162040375,0.08637646513946394,-0.5750915300290181,0.9,0.9,0.8571428571428571,0.9047619047619048,0.05975079512530217,0.060449936342807556,0.06104995392879724,0.05959605217502537
