problem_name,dim,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
photovoltaic,20,0.9647157793358949,0.9701962812575058,0.9816410674774159,1.007000772142673,0.9729111394666802,0.9676133715136309,0.9799249733081108,1.0071534484092293,-14.052125017790956,-11.869486526328785,-7.311540687165802,2.7880940408580273,-10.805494656486758,-12.918725046431291,-8.00774153572172,2.853444074043068,-0.025260495412338047,0.030850500010980664,2,0.10300000000000001,0.10900000000000001,0.944954128440367,0.246,0.256,0.9609375,0.40599999999999997,0.398,1.0201005025125627,0.15098208342499586,0.41323803421512434,1.1793737225139118e-05,0.00017088597099547336,14.489552186326383,0.1952081007970119,0.24736534416443046,163.84437729734518,0.5986973381644706,0.8607701615140715,-3.2182182182182175,0.00010023075482838654,-3.8188188188188184,0.6402805611222445,0.7363203207552627,0.9360824629968801,0.6444494684636634,0.08420517969433701,-0.4525684129575486,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06350165522019499,0.06284098915911013,0.06369279181680396,0.06769169005909347
photovoltaic,20,0.8998181215502358,0.9446836501118352,0.9662490586971473,0.9935047244651768,0.8857846142111875,0.9424796358711925,0.9660289182450438,0.9929039877650243,-39.88709823804771,-22.02402985751405,-13.43783059576515,-2.586073423155028,-45.51379660173626,-22.921344049540323,-13.537168347834609,-2.8276965954769935,-0.04712804606444482,-0.19855326220276215,1,0.10500000000000001,0.11599999999999999,0.9051724137931036,0.238,0.258,0.9224806201550387,0.379,0.40499999999999997,0.9358024691358026,0.16267659720436933,0.41106552356741505,2.073344214556855e-05,0.00018692664083071612,9.0157070648623,0.1896439107987712,0.22362119511207534,84.28518519654585,0.6223074125402814,0.8858372315477927,-3.1981981981981975,0.00010023075482838654,-3.7587587587587583,0.6623246492985972,0.7476850854851327,0.9350934982859224,0.5905606489085958,0.09088714639355722,-0.435058661294234,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06319590449434231,0.06352020068861662,0.0636516721477041,0.07131879803809696
photovoltaic,20,0.955536997844971,0.9818686877377655,0.9743788386410663,0.9982732925822149,0.9503903271298123,0.9824622206933004,0.9754106264132616,0.9989188162993053,-17.710544986377215,-7.222081414177239,-10.205445175934926,-0.6877837284663997,-19.784520000657608,-6.994130889926282,-9.80633262395122,-0.4311800363358884,-0.06313704400104138,-0.2289801578581221,1,0.10300000000000001,0.12400000000000003,0.8306451612903225,0.255,0.295,0.864406779661017,0.4,0.434,0.9216589861751152,0.1350280529988238,0.3863883890039226,5.316867465269302e-07,0.0001959510141721825,368.54598210726226,0.09689497521264145,0.20844122915562624,102.39346954297301,0.5467460563070585,0.8691374989916948,-3.1381381381381375,9.140310748756223e-05,-3.7587587587587583,0.6693386773547094,0.710666440110624,0.9317272329118278,0.5762134919424693,0.09175084290604527,-0.5368441134205789,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06060813265958218,0.061203664350439835,0.061643132169756046,0.06733600163593197
photovoltaic,20,0.9241474673245987,0.9756171526263839,0.9920305586604051,0.9969306128916645,0.934617133261348,0.9802028112163591,0.990293029035616,0.9962541166513608,-30.205412366838914,-9.709550012647242,-3.1735296568925264,-1.2222677351787183,-26.0582501494211,-7.890141918088432,-3.8686997098821507,-1.492916572770696,0.012618159022414173,0.23506032263934085,1,0.1,0.12400000000000003,0.8064516129032256,0.253,0.28,0.9035714285714285,0.354,0.40599999999999997,0.8719211822660099,0.16172465013085913,0.40460482588771196,3.765529916486524e-06,0.000176180890234686,46.78780786292991,0.14658107196044745,0.24940846580827702,277.2898579024736,0.6406977646985597,0.8723698197616506,-3.1781781781781775,0.00010023075482838654,-3.7587587587587583,0.6422845691382766,0.7286423266879525,0.9325527351212013,0.5871040884921944,0.09135962037561893,-0.49867825940054833,0.9,0.9,0.8571428571428571,0.9047619047619048,0.0631052109042605,0.0627587619770799,0.06375417068115707,0.07156591544579566
photovoltaic,20,0.9582768182071328,0.9769891503732019,0.980594076034122,0.9926812165080521,0.950900744660984,0.9776320617239399,0.9799888040508047,0.9926355877366405,-16.619613429533615,-9.165921893998302,-7.729970263460359,-2.9152942605019803,-19.577518724520473,-8.918846679137062,-7.979134524350002,-2.936437996574682,0.004613154474692849,0.14856438410999173,1,0.10300000000000001,0.10800000000000001,0.9537037037037037,0.24600000000000005,0.274,0.8978102189781023,0.369,0.4,0.9225,0.15283672918554958,0.38573843967380234,6.32934798354723e-06,0.00019895401080662994,31.433571249961176,0.15645221843481272,0.227380167379579,33.07887509733542,0.5769882049001613,0.8624090484232052,-3.1581581581581575,0.00010495932305582277,-3.798798798798799,0.6503006012024048,0.7775474438501017,0.9386526828180752,0.6090443934474608,0.08363142665670052,-0.5098703614688812,0.9,0.9,0.8571428571428571,0.9047619047619048,0.05990898196078419,0.06181388017588939,0.06177709034917296,0.07035909146780721
photovoltaic,20,0.9815617228889837,0.9647259470162631,0.975865330518926,0.9968601614068853,0.9879746436562409,0.9671882102769841,0.9754492094426834,0.9979436886969627,-7.344279004261352,-14.050254541888819,-9.613248856029884,-1.2506510514696743,-4.796575319379997,-13.087697052053102,-9.79261759004811,-0.8202045547057537,0.02072340297990726,-0.27462053688826016,1,0.10400000000000001,0.11799999999999997,0.8813559322033901,0.25199999999999995,0.27199999999999996,0.926470588235294,0.373,0.402,0.9278606965174129,0.1618750589108663,0.37433479116994106,5.134247310419561e-07,0.00022054320131978898,429.5531321060703,0.17466454234664475,0.22620378535650765,82.88317280643983,0.5958152025139898,0.8575269783251888,-3.2382382382382375,0.00010991097009294972,-3.7587587587587583,0.624248496993988,0.7175059214070626,0.9327919605595784,0.5387267857535158,0.09146767890552067,-0.5365284220871891,0.9,0.9,0.8571428571428571,0.8571428571428571,0.06293526094747834,0.06265395078779668,0.06318386947091457,0.07092728041066121
photovoltaic,20,1.0072678749574924,0.9852095726131079,0.9899246688172773,0.9952493669719306,0.9916595384285339,0.9834074895102388,0.98810819861016,0.9960975655238449,2.8944468407416366,-5.890319532682099,-4.012522323487985,-1.8919498257799887,-3.324852410928429,-6.614459887205044,-4.740563119019498,-1.5556715375230397,-0.020463567752487997,-0.15817638188261096,1,0.10600000000000001,0.11699999999999999,0.9059829059829061,0.24700000000000003,0.262,0.9427480916030535,0.382,0.386,0.9896373056994818,0.16430500942010284,0.40871650391533754,9.150956159743042e-06,0.00018860013762705857,20.609883200703088,0.16178144849570741,0.24939785466034348,28.234594004590075,0.6748794398671776,0.8617816136800521,-3.1781781781781775,0.00010991097009294972,-3.7387387387387383,0.6372745490981964,0.7335642497649423,0.9352310818653682,0.5934751277550396,0.08958486456388076,-0.4943265776144814,0.9,0.9,0.8571428571428571,0.9047619047619048,0.062356036172611144,0.06105275251158847,0.06249371352978874,0.0715859926372026
photovoltaic,20,0.9754208432771889,0.9755522958923489,0.9862661903238594,1.003985872707957,0.9662201027099523,0.9737314334333091,0.9848944481708198,1.0038526505797565,-9.788835661874145,-9.736483660475699,-5.469593910291849,1.5874040491848405,-13.473635473628462,-10.477624822104247,-6.025083416530663,1.5366893828359025,-0.12197256879380544,-0.30416684669026095,1,0.101,0.125,0.808,0.252,0.28200000000000003,0.8936170212765957,0.39,0.413,0.9443099273607749,0.1305501884595417,0.39455732412144445,7.2946153416709476e-06,0.00016671952907560615,22.85515017127913,0.12191671045889796,0.20168935020531598,88.24059951754694,0.5243618081266017,0.868031453777387,-3.2182182182182175,0.00010991097009294972,-3.7787787787787783,0.6683366733466933,0.7222357131497579,0.9331731553058674,0.5684713221307314,0.0925080020551406,-0.4917962709955179,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06164161303491235,0.0618912394569638,0.06229066758587164,0.06844075111762109
photovoltaic,20,0.967544568379291,1.0059346128515605,1.00185671502349,0.9994457323316805,0.9631530439320058,1.005879554293108,1.0013041342443032,0.9990064588729852,-12.92713075896279,2.36378049851578,0.7395371650355855,-0.22076707244463023,-14.694926883960193,2.344823824471746,0.5201015066628543,-0.3962339301718316,-0.04054622638034231,-0.35348833629429244,1,0.10300000000000001,0.11499999999999999,0.8956521739130436,0.246,0.266,0.9248120300751879,0.359,0.386,0.9300518134715026,0.18648673617696443,0.4142955668050723,1.8072311452291094e-05,0.00019857873835318624,10.988009966373818,0.1925900202683556,0.28576283218289844,85.24835013895448,0.6858515397369584,0.8759516001379584,-3.1981981981981975,0.00010991097009294972,-3.7387387387387383,0.6392785571142284,0.6959860352142835,0.9295786222994372,0.6061406678663027,0.09118084463483102,-0.48388084705610246,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06043647335670719,0.06078932018351844,0.061993586551930144,0.0725417053396419
photovoltaic,20,0.9870364211732784,1.0009529487022741,0.9916002802488322,1.004320337226974,0.991243289632103,1.0035315556884692,0.9924611191301749,1.0035844151593263,-5.163088513588775,0.3795370525775752,-3.3454107962243143,1.7206886932672774,-3.492268157293779,1.4084215371294135,-3.0065849499649744,1.429502449838651,-0.16580319237526434,-0.20810730323021254,1,0.10300000000000001,0.11900000000000002,0.8655462184873949,0.246,0.289,0.8512110726643599,0.403,0.394,1.0228426395939088,0.10505051970197554,0.39935750669557335,7.580747223863873e-06,0.0001481971207269266,19.549144213700767,0.10738455046116457,0.19333049120024437,30.07604878850566,0.6302675756578724,0.8654299922372171,-3.2182182182182175,0.00010023075482838654,-3.798798798798799,0.6673346693386774,0.6877373014337983,0.9306801016670601,0.5603016252139936,0.09370064188603669,-0.529832859752355,0.9,0.9,0.8571428571428571,0.9047619047619048,0.06304524790179102,0.06294040223414986,0.06332183838118999,0.0674215365710637
